Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2013-11-10,10,Nov,2013,39.0,Adults (35-64),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,807,1482,2289,More or equal to 100
2015-09-15,15,September,2015,31.0,Young Adults (25-34),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Yellow, 54",2,1482,2384,1709,2964,4673,More or equal to 100
2016-01-11,11,January,2016,19.0,Youth (<25),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-200 Black, 42",3,1252,2295,1683,3756,5439,More or equal to 100
2014-07-01,1,July,2014,34.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74,Less than 100
2016-01-08,8,January,2016,51.0,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33,Less than 100
2014-05-31,31,May,2014,29.0,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,366,273,639,More or equal to 100
2015-10-18,18,October,2015,31.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,281,169,450,More or equal to 100
2015-12-05,5,Dec,2015,50.0,Adults (35-64),M,UK,England,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8,23,15,38,Less than 100
2014-06-12,12,June,2014,39.0,Adults (35-64),M,United States,Oregon,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,47,30,77,Less than 100
2015-08-13,13,August,2015,30.0,Young Adults (25-34),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,6,1,2,6,6,12,Less than 100
2013-10-11,11,October,2013,33.0,Young Adults (25-34),M,France,Moselle,Accessories,Tires and Tubes,ML Mountain Tire,2,11,30,31,22,53,Less than 100
2014-04-09,9,April,2014,54.0,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,325,195,520,More or equal to 100
2016-05-07,7,May,2016,24.0,Youth (<25),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57,Less than 100
2013-10-29,29,October,2013,23.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,20,1,2,20,20,40,Less than 100
2015-08-16,16,August,2015,38.0,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,3,2,5,Less than 100
2015-09-13,13,September,2015,31.0,Young Adults (25-34),F,Australia,Victoria,Clothing,Gloves,"Half-Finger Gloves, S",4,9,24,40,36,76,Less than 100
2013-11-18,18,Nov,2013,19.0,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,10,1,4,28,10,38,Less than 100
2016-06-28,28,June,2016,44.0,Adults (35-64),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,6,4,10,Less than 100
2016-06-15,15,June,2016,42.0,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,596,364,960,More or equal to 100
2014-07-28,28,July,2014,21.0,Youth (<25),F,UK,England,Accessories,Tires and Tubes,Touring Tire Tube,29,2,5,81,58,139,Less than 100
2013-08-24,24,August,2013,1.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,HL Mountain Tire,15,13,35,320,195,515,More or equal to 100
2012-04-20,20,April,2012,1.0,Youth (<25),M,Germany,Bayern,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,381,688,1069,More or equal to 100
2016-02-02,2,Feb,2016,40.0,Adults (35-64),F,USA,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,11,12,23,Less than 100
2014-03-04,4,Mar,2014,31.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,-----,30,2,5,59,60,119,Less than 100
2015-11-05,5,Nov,2015,32.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Mountain Tire,16,11,30,242,176,418,More or equal to 100
2013-11-21,21,Nov,2013,1.0,Youth (<25),M,United States,California,Accessories,Fenders,Fender Set - Mountain,4,8,22,54,32,86,Less than 100
2013-08-01,1,August,2013,48.0,Adults (35-64),F,Australia,Queensland,Accessories,Tires and Tubes,Patch Kit/8 Patches,29,1,2,20,29,49,Less than 100
2015-12-01,1,Dec,2015,31.0,Young Adults (25-34),M,Germany,Hessen,Bikes,Road Bikes,"Road-750 Black, 44",1,344,540,158,344,502,More or equal to 100
2016-02-02,2,Feb,2016,35.0,Adults (35-64),M,Canada,British Columbia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",14,42,54,160,588,748,More or equal to 100
2016-03-15,15,Mar,2016,64.0,Adults (35-64),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,26,8,22,238,208,446,More or equal to 100
2012-12-07,7,Dec,2012,30.0,Young Adults (25-34),M,USA,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,420,769,667,840,1507,More or equal to 100
2015-09-13,13,September,2015,39.0,Adults (35-64),F,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, M",24,26,70,686,624,1310,More or equal to 100
2013-09-06,6,September,2013,49.0,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",7,38,50,39,266,305,Less than 100
2013-12-07,7,Dec,2013,45.0,Adults (35-64),M,United States,Washington,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,378,1482,1860,More or equal to 100
2013-11-14,14,Nov,2013,39.0,Adults (35-64),F,United Kingdom,England,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,174,344,518,More or equal to 100
2013-12-16,16,Dec,2013,29.0,Young Adults (25-34),F,United States,Washington,Accessories,Tires and Tubes,Mountain Tire Tube,18,2,5,34,36,70,Less than 100
2013-11-18,18,Nov,2013,29.0,Young Adults (25-34),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,341,208,549,More or equal to 100
2016-01-16,16,January,2016,39.0,Adults (35-64),M,Australia,Tasmania,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Less than 100
2014-02-09,9,Feb,2014,25.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45,Less than 100
2015-10-04,4,October,2015,26.0,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,70,48,118,Less than 100
2013-10-10,10,October,2013,17.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74,Less than 100
2015-09-13,13,September,2015,19.0,Youth (<25),F,United States,California,Clothing,Caps,AWC Logo Cap,17,7,9,31,119,150,Less than 100
2014-06-27,27,June,2014,33.0,Young Adults (25-34),M,France,Val de Marne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",6,38,50,9,228,237,Less than 100
2013-10-14,14,October,2013,29.0,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 52",1,2171,3578,1335,2171,3506,More or equal to 100
2015-12-14,14,Dec,2015,21.0,Youth (<25),F,United States,Washington,Accessories,Tires and Tubes,-----,4,1,2,2,4,6,Less than 100
2015-11-22,22,Nov,2015,19.0,Youth (<25),M,UK,England,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,67,48,115,Less than 100
2015-12-20,20,Dec,2015,28.0,Young Adults (25-34),F,France,Essonne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,Less than 100
2016-01-27,27,January,2016,45.0,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Mountain Bottle Cage,13,4,10,55,52,107,Less than 100
2016-02-16,16,Feb,2016,39.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,15,16,31,Less than 100
2016-01-15,15,January,2016,32.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,22,1,2,22,22,44,Less than 100
2013-08-13,13,August,2013,29.0,Young Adults (25-34),F,France,Val d'Oise,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",5,38,50,8,190,198,Less than 100
2013-10-20,20,October,2013,37.0,Adults (35-64),M,Australia,Queensland,Accessories,Tires and Tubes,Mountain Tire Tube,22,2,5,48,44,92,Less than 100
2012-06-02,2,June,2012,18.0,Youth (<25),M,Australia,Queensland,Bikes,Road Bikes,"Road-750 Black, 58",2,344,540,219,688,907,More or equal to 100
2016-04-01,1,April,2016,32.0,Young Adults (25-34),F,Australia,Queensland,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,213,169,382,More or equal to 100
2014-01-30,30,January,2014,30.0,Young Adults (25-34),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,23,24,47,Less than 100
2015-10-18,18,October,2015,38.0,Adults (35-64),M,Canada,British Columbia,Bikes,Touring Bikes,"Touring-3000 Blue, 44",1,461,742,274,461,735,More or equal to 100
2016-06-05,5,June,2016,42.0,Adults (35-64),M,France,Seine (Paris),Accessories,Tires and Tubes,Road Tire Tube,1,1,4,2,1,3,Less than 100
2015-09-19,19,September,2015,1.0,Youth (<25),F,USA,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,36,38,74,Less than 100
2015-12-11,11,Dec,2015,25.0,Young Adults (25-34),F,United States,Oregon,Bikes,Mountain Bikes,"Mountain-200 Black, 38",2,1252,2295,1443,2504,3947,More or equal to 100
2015-09-04,4,September,2015,60.0,Adults (35-64),F,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,14,8,22,153,112,265,More or equal to 100
2015-09-10,10,September,2015,23.0,Youth (<25),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,105,78,183,More or equal to 100
2013-11-28,28,Nov,2013,51.0,Adults (35-64),M,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,40,34,74,Less than 100
2016-05-23,23,May,2016,33.0,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,45,46,91,Less than 100
2014-07-08,8,July,2014,34.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,-----,12,13,35,260,156,416,More or equal to 100
2016-06-17,17,June,2016,40.0,Adults (35-64),F,Australia,South Australia,Clothing,Gloves,"Half-Finger Gloves, S",22,9,24,235,198,433,More or equal to 100
2014-04-28,28,April,2014,27.0,Young Adults (25-34),M,Germany,Hamburg,Accessories,Tires and Tubes,HL Mountain Tire,26,13,35,508,338,846,More or equal to 100
2016-01-06,6,January,2016,31.0,Young Adults (25-34),F,France,Val de Marne,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,18,18,36,Less than 100
2014-01-30,30,January,2014,50.0,Adults (35-64),M,USA,Washington,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,538,1252,1790,More or equal to 100
2016-04-13,13,April,2016,45.0,Adults (35-64),M,United States,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,8,1,2,8,8,16,Less than 100
2015-12-05,5,Dec,2015,50.0,Adults (35-64),F,Australia,New South Wales,Bikes,Touring Bikes,"Touring-3000 Blue, 58",3,461,742,554,1383,1937,More or equal to 100
2013-12-05,5,Dec,2013,31.0,Young Adults (25-34),M,USA,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",16,38,50,176,608,784,More or equal to 100
2014-06-10,10,June,2014,25.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,5,4,9,Less than 100
2015-11-22,22,Nov,2015,57.0,Adults (35-64),F,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,2,3,8,6,6,12,Less than 100
2015-08-02,2,August,2015,34.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,7,2,5,21,14,35,Less than 100
2015-12-06,6,Dec,2015,57.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,15,1,2,15,15,30,Less than 100
2014-02-25,25,Feb,2014,29.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Bottles and Cages,-----,16,2,5,38,32,70,Less than 100
2014-04-20,20,April,2014,40.0,Adults (35-64),F,Australia,South Australia,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,636,1266,1902,More or equal to 100
2013-08-26,26,August,2013,37.0,Adults (35-64),M,United States,Oregon,Bikes,Touring Bikes,"Touring-2000 Blue, 46",1,755,1215,290,755,1045,More or equal to 100
2015-10-22,22,October,2015,36.0,Adults (35-64),F,Australia,New South Wales,Clothing,Gloves,"Half-Finger Gloves, L",20,9,24,238,180,418,More or equal to 100
2012-10-08,8,October,2012,41.0,Adults (35-64),F,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-400-W Silver, 38",2,420,769,498,840,1338,More or equal to 100
2016-01-20,20,January,2016,43.0,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,6,2,5,17,12,29,Less than 100
2015-09-26,26,September,2015,32.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",16,38,50,184,608,792,More or equal to 100
2014-02-07,7,Feb,2014,30.0,Young Adults (25-34),F,Australia,Queensland,Accessories,Tires and Tubes,Road Tire Tube,4,1,4,9,4,13,Less than 100
2013-11-10,10,Nov,2013,33.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,14,12,26,Less than 100
2015-12-23,23,Dec,2015,47.0,Adults (35-64),M,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,630,1252,1882,More or equal to 100
2015-12-13,13,Dec,2015,30.0,Young Adults (25-34),F,United States,Oregon,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,43,27,70,Less than 100
2011-01-24,24,January,2011,38.0,Adults (35-64),F,Canada,British Columbia,Bikes,Road Bikes,"Road-250 Black, 48",4,1555,2443,3454,6220,9674,More or equal to 100
2015-09-11,11,September,2015,32.0,Young Adults (25-34),F,United States,Oregon,Accessories,Fenders,Fender Set - Mountain,6,8,22,66,48,114,Less than 100
2016-02-04,4,Feb,2016,52.0,Adults (35-64),F,UK,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,8,6,14,Less than 100
2016-02-21,21,Feb,2016,48.0,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,18,7,9,30,126,156,Less than 100
2016-02-15,15,Feb,2016,48.0,Adults (35-64),M,United States,Oregon,Accessories,Tires and Tubes,Patch Kit/8 Patches,14,1,2,10,14,24,Less than 100
2013-03-20,20,Mar,2013,28.0,Young Adults (25-34),M,Australia,Queensland,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,835,2171,3006,More or equal to 100
2016-03-08,8,Mar,2016,33.0,Young Adults (25-34),F,United Kingdom,England,Bikes,Road Bikes,"Road-350-W Yellow, 48",1,1083,1701,550,1083,1633,More or equal to 100
2013-12-16,16,Dec,2013,34.0,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1371,2171,3542,More or equal to 100
2016-05-21,21,May,2016,33.0,Young Adults (25-34),F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83,Less than 100
2016-02-28,28,Feb,2016,37.0,Adults (35-64),M,Australia,New South Wales,Accessories,Tires and Tubes,Mountain Tire Tube,3,2,5,7,6,13,Less than 100
2013-12-12,12,Dec,2013,31.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,77,52,129,Less than 100
2014-03-09,9,Mar,2014,33.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,27,2,5,63,54,117,Less than 100
2016-05-14,14,May,2016,44.0,Adults (35-64),F,Australia,South Australia,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,7,126,133,Less than 100
2014-05-20,20,May,2014,25.0,Young Adults (25-34),M,France,Yveline,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,231,221,452,More or equal to 100
2014-07-28,28,July,2014,36.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,14,1,4,41,14,55,Less than 100
2013-11-02,2,Nov,2013,34.0,Young Adults (25-34),M,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,5,3,8,24,15,39,Less than 100
2016-03-09,9,Mar,2016,48.0,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,426,260,686,More or equal to 100
2015-09-13,13,September,2015,20.0,Youth (<25),M,United Kingdom,England,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,11,6,17,Less than 100
2016-02-21,21,Feb,2016,18.0,Youth (<25),M,Australia,New South Wales,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,942,2171,3113,More or equal to 100
2014-05-04,4,May,2014,40.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,23,1,2,23,23,46,Less than 100
2016-06-23,23,June,2016,32.0,Young Adults (25-34),F,Australia,Victoria,Accessories,Tires and Tubes,Mountain Tire Tube,2,2,5,4,4,8,Less than 100
2013-12-21,21,Dec,2013,23.0,Youth (<25),M,UK,England,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,227,143,370,More or equal to 100
2016-05-13,13,May,2016,31.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,9,2,5,27,18,45,Less than 100
2016-06-01,1,June,2016,31.0,Young Adults (25-34),F,UK,England,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,247,156,403,More or equal to 100
2013-08-02,2,August,2013,59.0,Adults (35-64),F,United States,Oregon,Accessories,Tires and Tubes,ML Mountain Tire,1,11,30,15,11,26,Less than 100
